heart_rate,temperature,motion,voice_panic_score,label
63.32179822929619,36.89567065540681,2.2790412922001377,0,SAFE
170.21030569613052,37.31221024562602,9.08512008717193,0,EXERCISE
71.42929751368789,36.52277514867587,0.0,0,SAFE
94.25554523595355,36.49615066389967,2.314247332595274,0,SAFE
69.44984297438889,36.15811380317712,1.370525039075749,0,SAFE
88.96580700368912,36.636685182642445,2.1109225897098662,0,SAFE
137.99492299788176,37.878975928418654,8.582068002524364,0,EXERCISE
70.46660389588041,36.79595083257862,0.9422890710440996,0,SAFE
76.55824319252065,36.916804673976834,0.7348808860773579,0,SAFE
96.37988396536507,36.401544185330465,2.1968612358691235,0,SAFE
174.7693315999082,37.18568414059499,11.653055152835279,1,PANIC
75.48344456616067,36.66180836871206,3.0571222262189157,0,SAFE
63.041715429776495,36.8403286647884,2.5821227947130394,0,SAFE
167.75496919186713,37.16431299071095,7.381575248297571,0,EXERCISE
150.4165152430942,37.00717051166809,8.680995077981915,1,PANIC
126.07586751838659,37.47119595136787,10.007065795784047,0,EXERCISE
94.5944530063368,37.03867863916878,3.4954342528834736,0,SAFE
85.0727187798998,36.01407646877308,2.821902504375224,0,SAFE
58.71874312112896,37.11274748520182,2.9035324906258424,0,SAFE
80.28500496593225,37.24336821342245,1.4817297817263526,0,SAFE
76.8175786743256,36.67193936178808,2.5014483315248053,0,SAFE
183.16373305864056,37.78593106677489,12.526659881864498,0,PANIC
76.15054725961168,36.68965228276017,3.2737336201395557,0,SAFE
135.6207099376157,35.172411976218264,1.1727589719443832,1,PANIC
86.79404489800264,36.75018172749468,2.214938830094755,0,SAFE
109.5537013360853,37.603020156289105,7.851108168467666,0,EXERCISE
111.21843177051437,36.486743062275394,1.0301151049705133,1,PANIC
116.94863168727929,36.74229171056566,2.3015473423336124,0,SAFE
85.09731446279966,36.79778595501663,2.767296838706404,0,SAFE
127.00414845011284,37.81641277881722,6.181225090410522,0,EXERCISE
101.07807958817281,37.21769772604757,1.1193591814702306,0,SAFE
141.15342422876859,37.35330247683923,1.4367947078176897,1,PANIC
89.73630098943659,36.433137938997405,2.5363360323820654,0,SAFE
66.27963603108084,36.565024012299126,1.6779384837943243,0,SAFE
176.2703443473934,36.484567841783026,12.682379803812388,1,PANIC
99.60714131423643,36.87796483827452,2.7818228717773104,0,SAFE
99.49095221396732,36.539856153185134,2.617640845511145,0,SAFE
98.25606195470165,36.8879217419896,1.285648581973632,0,SAFE
82.62249517987208,36.43494353229222,3.0493473923208656,0,SAFE
99.87658492271302,36.5075954989318,2.787084603742452,0,SAFE
91.5496603989619,37.18051685672117,2.4244862440564505,0,SAFE
94.10803377443014,36.726383565199136,1.2462638356425104,0,SAFE
93.18010322286344,36.728121647541855,3.209381970686634,0,SAFE
88.06940005537993,36.72060295002861,4.720169166589619,0,SAFE
65.5547656090081,37.09315400024392,2.041980064470023,0,SAFE
77.94092274353275,36.73296116440224,2.714000494092092,0,SAFE
78.13801416677511,37.02210224538432,1.5475377676553308,0,SAFE
91.65574692355412,36.66604551437989,2.8563987943234723,0,SAFE
90.65163860545931,36.82774366146533,2.6300749386010076,0,SAFE
106.44406208454842,36.8174626155338,0.8570297021693769,0,SAFE
181.66102486350553,37.62690102601745,7.866991896128727,0,PANIC
141.24349920169755,37.11196590723292,14.615741966437177,1,PANIC
176.6176265594417,37.895281044201646,8.46459231635281,0,EXERCISE
82.64271383078481,36.56815243563872,1.7631813932599911,0,SAFE
79.40545786940571,36.63960117744498,0.21150349501950338,0,SAFE
85.3595681290495,36.658420440263164,3.088950596967366,0,SAFE
103.40570211699318,36.83856530002132,2.5495763450626674,0,SAFE
